ProductID,ProductName,SupplierID,CategoryID,UnitPrice,UnitsInStock,UnitsOnOrder,Sales by Category.CategoryName,Sales by Category.ProductSales,Order Details.1.OrderID,Order Details.1.ProductID,Order Details.1.Quantity,Categories.CategoryID,Categories.CategoryName
25,NuNuCa Nuß-Nougat-Creme,11,3,XDR14.,76,0,Confections,"XDR1,692.6",11007,42,14,3,Confections
34,Sasquatch Ale,16,1,XDR14.,111,0,Beverages,"XDR2,107.",11007,42,14,1,Beverages
42,Singaporean Hokkien Fried Mee,20,5,XDR14.,26,0,Grains/Cereals,"XDR5,408.2",11007,42,14,5,Grains/Cereals
67,Laughing Lumberjack Lager,16,1,XDR14.,52,0,Beverages,XDR910.,11007,42,14,1,Beverages
25,NuNuCa Nuß-Nougat-Creme,11,3,XDR14.,76,0,Confections,"XDR1,692.6",11013,42,4,3,Confections
34,Sasquatch Ale,16,1,XDR14.,111,0,Beverages,"XDR2,107.",11013,42,4,1,Beverages
42,Singaporean Hokkien Fried Mee,20,5,XDR14.,26,0,Grains/Cereals,"XDR5,408.2",11013,42,4,5,Grains/Cereals
67,Laughing Lumberjack Lager,16,1,XDR14.,52,0,Beverages,XDR910.,11013,42,4,1,Beverages
25,NuNuCa Nuß-Nougat-Creme,11,3,XDR14.,76,0,Confections,"XDR1,692.6",11035,42,30,3,Confections
34,Sasquatch Ale,16,1,XDR14.,111,0,Beverages,"XDR2,107.",11035,42,30,1,Beverages
42,Singaporean Hokkien Fried Mee,20,5,XDR14.,26,0,Grains/Cereals,"XDR5,408.2",11035,42,30,5,Grains/Cereals
67,Laughing Lumberjack Lager,16,1,XDR14.,52,0,Beverages,XDR910.,11035,42,30,1,Beverages
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",10503,14,70,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10511,7,50,7,Produce
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10518,38,15,1,Beverages
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10540,38,30,1,Beverages
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10541,38,4,1,Beverages
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10546,7,10,7,Produce
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",10555,14,30,7,Produce
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",10571,14,11,7,Produce
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",10580,14,15,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10591,7,10,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10607,7,45,7,Produce
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10616,38,15,1,Beverages
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",10623,14,21,7,Produce
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",10625,14,3,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10634,7,35,7,Produce
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",10656,14,3,7,Produce
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10672,38,15,1,Beverages
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",10675,14,30,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10694,7,90,7,Produce
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",10733,14,16,7,Produce
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",10750,14,5,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10766,7,35,7,Produce
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10783,38,5,1,Beverages
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10790,7,3,7,Produce
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",10794,14,15,7,Produce
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10805,38,10,1,Beverages
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10816,38,30,1,Beverages
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10817,38,30,1,Beverages
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10828,38,2,1,Beverages
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10831,38,8,1,Beverages
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10833,7,20,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10858,7,5,7,Produce
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10865,38,60,1,Beverages
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10889,38,40,1,Beverages
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10908,7,20,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10909,7,12,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10940,7,8,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10958,7,6,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10962,7,45,7,Produce
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10964,38,5,1,Beverages
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10979,7,18,7,Produce
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10981,38,60,1,Beverages
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10982,7,20,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10987,7,60,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10988,7,60,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",11001,7,60,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",11010,7,20,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",11023,7,4,7,Produce
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",11032,38,25,1,Beverages
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",11056,7,40,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",11071,7,15,7,Produce
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",11076,14,20,7,Produce
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",11077,7,1,7,Produce
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",11077,14,1,7,Produce
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10517,52,6,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10528,11,3,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10535,11,50,5,Grains/Cereals
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10535,57,5,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10542,11,15,5,Grains/Cereals
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10543,23,70,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10545,11,10,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10553,11,15,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10553,22,24,5,Grains/Cereals
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10554,23,20,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10558,52,30,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10563,52,70,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10566,11,35,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10570,11,15,5,Grains/Cereals
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10578,57,6,5,Grains/Cereals
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10582,57,4,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10586,52,4,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10594,52,24,5,Grains/Cereals
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10597,57,20,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10603,22,48,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10614,11,14,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10619,22,40,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10620,52,5,5,Grains/Cereals
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10621,23,10,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10635,22,40,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10637,11,10,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10648,22,15,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10651,22,20,5,Grains/Cereals
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10670,23,32,5,Grains/Cereals
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10674,23,5,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10683,52,9,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10698,11,15,5,Grains/Cereals
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10707,57,40,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10725,52,4,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10726,11,5,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10733,52,25,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10739,52,18,5,Grains/Cereals
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10748,23,44,5,Grains/Cereals
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10755,57,14,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10758,52,60,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10763,22,6,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10768,22,4,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10769,52,15,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10770,11,15,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10793,52,8,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10797,11,20,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10800,11,50,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10809,52,20,5,Grains/Cereals
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10811,23,18,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10823,11,20,5,Grains/Cereals
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10823,57,15,5,Grains/Cereals
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10826,57,15,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10836,22,52,5,Grains/Cereals
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10836,57,24,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10842,11,15,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10844,22,35,5,Grains/Cereals
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10845,23,70,5,Grains/Cereals
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10851,57,10,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10862,11,25,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10862,52,8,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10869,11,10,5,Grains/Cereals
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10869,23,50,5,Grains/Cereals
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10880,23,30,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10889,11,40,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10908,52,14,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10912,11,40,5,Grains/Cereals
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10916,57,20,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10925,52,12,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10926,11,2,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10927,52,5,5,Grains/Cereals
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10931,57,30,5,Grains/Cereals
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10935,23,8,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10943,22,21,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10944,11,5,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10961,52,6,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10970,52,40,5,Grains/Cereals
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10983,57,15,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10986,11,30,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10989,11,15,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10997,52,20,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",11001,22,25,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",11003,52,10,5,Grains/Cereals
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",11013,23,10,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",11038,52,2,5,Grains/Cereals
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",11039,57,28,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",11043,11,10,5,Grains/Cereals
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",11055,57,20,5,Grains/Cereals
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",11073,11,10,5,Grains/Cereals
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",11077,23,2,5,Grains/Cereals
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",11077,52,2,5,Grains/Cereals
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10262,7,15,6,Meat/Poultry
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10385,7,10,6,Meat/Poultry
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10459,7,16,6,Meat/Poultry
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10471,7,30,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10501,54,20,6,Meat/Poultry
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10502,53,6,6,Meat/Poultry
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10504,53,10,6,Meat/Poultry
9,Mishi Kobe Niku,4,6,XDR97.,29,0,Meat/Poultry,"XDR6,935.5",10515,9,16,6,Meat/Poultry
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10520,53,5,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10523,17,25,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10524,54,15,6,Meat/Poultry
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10529,55,14,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10530,17,40,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10534,54,10,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10542,54,24,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10550,17,8,6,Meat/Poultry
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10558,53,18,6,Meat/Poultry
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10559,55,18,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10564,17,16,6,Meat/Poultry
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10564,55,25,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10573,17,18,6,Meat/Poultry
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10573,53,25,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10591,54,50,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10600,54,4,6,Meat/Poultry
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10606,55,20,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10607,17,100,6,Meat/Poultry
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10615,55,5,6,Meat/Poultry
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10626,53,12,6,Meat/Poultry
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10630,55,12,6,Meat/Poultry
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10650,53,25,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10650,54,30,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10654,54,6,6,Meat/Poultry
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10668,55,4,6,Meat/Poultry
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10675,53,10,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10678,54,30,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10686,17,30,6,Meat/Poultry
9,Mishi Kobe Niku,4,6,XDR97.,29,0,Meat/Poultry,"XDR6,935.5",10687,9,50,6,Meat/Poultry
9,Mishi Kobe Niku,4,6,XDR97.,29,0,Meat/Poultry,"XDR6,935.5",10693,9,6,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10693,54,60,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10696,17,20,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10698,17,8,6,Meat/Poultry
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10707,55,21,6,Meat/Poultry
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10711,53,120,6,Meat/Poultry
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10712,53,3,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10714,17,27,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10717,54,15,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10719,54,40,6,Meat/Poultry
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10725,55,6,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10727,17,20,6,Meat/Poultry
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10728,55,12,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10773,17,33,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10781,54,3,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10792,54,3,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10794,54,6,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10795,17,35,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10800,54,7,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10801,17,40,6,Meat/Poultry
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10802,55,60,6,Meat/Poultry
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10825,53,20,6,Meat/Poultry
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10833,53,9,6,Meat/Poultry
9,Mishi Kobe Niku,4,6,XDR97.,29,0,Meat/Poultry,"XDR6,935.5",10848,9,3,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10852,17,6,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10859,54,35,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10861,17,42,6,Meat/Poultry
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10867,53,3,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10871,17,16,6,Meat/Poultry
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10872,55,10,6,Meat/Poultry
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10882,54,32,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10890,17,15,6,Meat/Poultry
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10902,55,30,6,Meat/Poultry
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10911,17,12,6,Meat/Poultry
