Date,Revenue
2014-06-23,116.0
2016-06-23,241.0
2016-06-23,116.0
2013-08-08,100.0
2013-08-08,201.0
2015-08-08,100.0
2015-08-08,193.0
2014-02-17,201.0
2014-02-17,84.0
2016-02-17,176.0
2016-02-17,75.0
2013-12-17,129.0
2013-12-17,116.0
2015-12-17,129.0
2015-12-17,125.0
2013-12-25,108.0
2013-12-25,82.0
2015-12-25,108.0
2015-12-25,73.0
2013-12-26,39.0
2013-12-26,125.0
2015-12-26,43.0
2015-12-26,116.0
2014-04-27,17.0
2014-04-27,26.0
2016-04-27,22.0
2016-04-27,30.0
2013-09-20,37.0
2013-09-20,98.0
2015-09-20,25.0
2015-09-20,98.0
2013-11-10,74.0
2013-11-10,111.0
2015-11-10,66.0
2015-11-10,98.0
2014-04-19,21.0
2014-04-19,33.0
2016-04-19,8.0
2016-04-19,33.0
2014-04-03,133.0
2014-04-03,177.0
2016-04-03,118.0
2016-04-03,177.0
2013-09-02,86.0
2013-09-02,173.0
2015-09-02,104.0
2015-09-02,190.0
2014-06-03,138.0
2016-06-03,156.0
2013-08-30,216.0
2013-08-30,43.0
2015-08-30,225.0
2015-08-30,26.0
2014-02-07,121.0
2014-02-07,95.0
2016-02-07,112.0
2016-02-07,112.0
2014-05-01,90.0
2014-05-01,37.0
2016-05-01,94.0
2016-05-01,45.0
2014-01-31,92.0
2016-01-31,100.0
2014-03-07,178.0
2014-03-07,78.0
2016-03-07,156.0
2016-03-07,78.0
2014-05-11,135.0
2014-05-11,71.0
2016-05-11,142.0
2016-05-11,50.0
2014-05-24,185.0
2014-05-24,156.0
2016-05-24,178.0
2016-05-24,135.0
2013-10-03,251.0
2013-10-03,100.0
2015-10-03,243.0
2015-10-03,92.0
2013-10-09,89.0
2013-10-09,134.0
2015-10-09,80.0
2015-10-09,134.0
2013-11-21,193.0
2013-11-21,33.0
2015-11-21,209.0
2015-11-21,8.0
2014-02-01,4.0
2014-02-01,57.0
2016-02-01,4.0
2016-02-01,45.0
2014-06-24,57.0
2014-06-24,115.0
2016-06-24,66.0
2016-06-24,111.0
2013-09-15,13.0
2013-09-15,65.0
2015-09-15,22.0
2015-09-15,65.0
2013-12-04,109.0
2013-12-04,70.0
2015-12-04,100.0
2015-12-04,70.0
2014-02-11,17.0
2014-02-11,74.0
2016-02-11,26.0
2016-02-11,74.0
2013-12-26,65.0
2013-12-26,37.0
2015-12-26,56.0
2015-12-26,47.0
2014-06-07,39.0
2014-06-07,117.0
2016-06-07,55.0
2016-06-07,117.0
2014-01-27,5.0
2016-01-27,10.0
2013-08-12,14.0
2013-08-12,48.0
2015-08-12,5.0
2015-08-12,43.0
2013-08-31,62.0
2015-08-31,58.0
2013-11-27,53.0
2013-11-27,72.0
2015-11-27,62.0
2015-11-27,72.0
2013-11-29,139.0
2015-11-29,139.0
2013-12-11,106.0
2013-12-11,58.0
2015-12-11,101.0
2015-12-11,53.0
2014-03-07,14.0
2016-03-07,19.0
2014-05-04,24.0
2014-05-04,19.0
2016-05-04,10.0
2016-05-04,29.0
2014-05-06,72.0
2014-05-06,86.0
2016-05-06,58.0
2016-05-06,82.0
2013-10-30,115.0
2013-10-30,125.0
2015-10-30,125.0
2015-10-30,110.0
2014-02-08,67.0
2016-02-08,77.0
2014-05-28,106.0
2014-05-28,19.0
2016-05-28,101.0
2016-05-28,24.0
2013-08-16,50.0
2013-08-16,50.0
2015-08-16,45.0
2015-08-16,35.0
2013-08-29,139.0
2015-08-29,134.0
2014-04-12,64.0
2016-04-12,74.0
2014-06-26,134.0
2016-06-26,129.0
2013-11-28,95.0
2013-11-28,90.0
2015-11-28,103.0
2015-11-28,99.0
2014-01-27,125.0
2014-01-27,39.0
2016-01-27,129.0
2016-01-27,39.0
2014-03-10,52.0
2016-03-10,60.0
2014-03-24,112.0
2014-03-24,30.0
2016-03-24,116.0
2016-03-24,22.0
2014-07-14,56.0
2016-07-14,56.0
2013-10-15,9.0
2013-10-15,122.0
2015-10-15,17.0
2015-10-15,122.0
2014-02-15,39.0
2016-02-15,48.0
2014-04-09,35.0
2014-04-09,96.0
2016-04-09,39.0
2016-04-09,91.0
2014-05-07,57.0
2014-05-07,57.0
2016-05-07,52.0
2016-05-07,65.0
2014-05-20,39.0
2014-05-20,22.0
2016-05-20,26.0
2016-05-20,26.0
2014-06-07,96.0
2014-06-07,74.0
2016-06-07,83.0
2016-06-07,61.0
2013-08-14,100.0
2013-08-14,109.0
2015-08-14,104.0
2015-08-14,117.0
2013-09-17,70.0
2013-09-17,104.0
2015-09-17,78.0
2015-09-17,109.0
2014-05-25,91.0
2014-05-25,65.0
2016-05-25,83.0
2016-05-25,57.0
2014-05-28,84.0
2014-05-28,126.0
2016-05-28,76.0
2016-05-28,113.0
2013-08-29,133.0
2013-08-29,204.0
2015-08-29,141.0
2015-08-29,211.0
2013-10-23,180.0
2013-10-23,125.0
2015-10-23,157.0
2015-10-23,110.0
2014-01-20,180.0
2014-01-20,86.0
2016-01-20,180.0
2016-01-20,102.0
2014-03-01,180.0
2014-03-01,211.0
2016-03-01,157.0
2016-03-01,211.0
2014-06-03,125.0
2016-06-03,102.0
2014-05-30,89.0
2016-05-30,99.0
2013-11-17,54.0
2015-11-17,40.0
2014-07-18,30.0
2016-07-18,30.0
2013-07-20,107.0
2013-07-20,57.0
2015-07-20,92.0
2015-07-20,57.0
2014-02-08,114.0
2016-02-08,92.0
2014-02-21,156.0
2016-02-21,164.0
2014-02-22,57.0
2014-02-22,21.0
2016-02-22,36.0
2016-02-22,21.0
2014-05-14,28.0
2014-05-14,178.0
2016-05-14,36.0
2016-05-14,192.0
2014-06-12,43.0
2014-06-12,178.0
2016-06-12,36.0
2016-06-12,164.0
2013-10-11,79.0
2013-10-11,79.0
2015-10-11,89.0
2015-10-11,74.0
2013-12-09,119.0
2015-12-09,119.0
2014-03-10,84.0
2016-03-10,74.0
2014-04-20,94.0
2016-04-20,94.0
2013-07-24,15.0
2013-07-24,129.0
2015-07-24,5.0
2015-07-24,129.0
2013-08-28,10.0
2013-08-28,74.0
2015-08-28,10.0
2015-08-28,69.0
2013-09-26,74.0
2015-09-26,74.0
2013-10-02,144.0
2013-10-02,30.0
2015-10-02,153.0
2015-10-02,35.0
2013-10-31,15.0
2015-10-31,25.0
2013-12-04,40.0
2015-12-04,45.0
2014-05-30,15.0
2016-05-30,10.0
2014-07-02,69.0
2016-07-02,54.0
2013-08-18,115.0
2013-08-18,40.0
2015-08-18,115.0
2015-08-18,32.0
2014-04-03,87.0
2014-04-03,24.0
2016-04-03,79.0
2016-04-03,16.0
2014-06-21,12.0
2014-06-21,51.0
2016-06-21,4.0
2016-06-21,47.0
2013-09-02,63.0
2015-09-02,55.0
2014-04-11,211.0
2014-04-11,23.0
2016-04-11,196.0
2016-04-11,16.0
2014-04-30,227.0
2016-04-30,219.0
2013-07-10,42.0
2013-07-10,21.0
2015-07-10,56.0
2015-07-10,28.0
2013-09-03,133.0
2015-09-03,119.0
2014-02-06,91.0
2016-02-06,84.0
2013-11-07,190.0
2013-11-07,161.0
2015-11-07,176.0
2015-11-07,147.0
2013-12-17,112.0
2015-12-17,119.0
2014-02-10,211.0
2014-02-10,105.0
2016-02-10,225.0
2016-02-10,119.0
2014-05-12,112.0
2014-05-12,119.0
2016-05-12,105.0
2016-05-12,119.0
2014-05-27,140.0
2014-05-27,84.0
2016-05-27,154.0
2016-05-27,91.0
2014-06-14,154.0
2014-06-14,190.0
2016-06-14,168.0
2016-06-14,183.0
2013-07-17,21.0
2013-07-17,112.0
2015-07-17,35.0
2015-07-17,119.0
2013-08-30,190.0
2015-08-30,176.0
2013-10-12,190.0
2013-10-12,49.0
2015-10-12,176.0
2015-10-12,28.0
2013-12-03,133.0
2013-12-03,35.0
2015-12-03,133.0
2015-12-03,42.0
2014-02-25,28.0
2014-02-25,28.0
2016-02-25,42.0
2016-02-25,28.0
2014-03-21,56.0
2014-03-21,77.0
2016-03-21,49.0
2016-03-21,77.0
2014-05-07,49.0
2016-05-07,63.0
2014-05-14,77.0
2016-05-14,84.0
2014-07-15,119.0
2016-07-15,126.0
2013-09-14,164.0
2013-09-14,28.0
2015-09-14,149.0
2015-09-14,7.0
2014-05-22,178.0
2014-05-22,28.0
2016-05-22,185.0
2016-05-22,21.0
2014-06-30,156.0
2014-06-30,213.0
2016-06-30,164.0
2016-06-30,199.0
2013-12-29,62.0
2013-12-29,144.0
2015-12-29,58.0
2015-12-29,139.0
2014-03-02,101.0
2014-03-02,38.0
2016-03-02,110.0
2016-03-02,48.0
2014-05-11,43.0
2016-05-11,48.0
2014-06-11,91.0
2016-06-11,96.0
2014-06-16,126.0
2016-06-16,126.0
2014-06-19,4.0
2014-06-19,83.0
2016-06-19,4.0
2016-06-19,78.0
2014-04-24,48.0
2014-04-24,34.0
2016-04-24,48.0
2016-04-24,43.0
2013-07-02,85.0
2013-07-02,71.0
2015-07-02,78.0
2015-07-02,71.0
2013-10-18,85.0
2013-10-18,92.0
2015-10-18,71.0
2015-10-18,100.0
2014-05-23,213.0
2014-05-23,64.0
2016-05-23,228.0
2016-05-23,57.0
2013-10-09,139.0
2013-10-09,74.0
2015-10-09,139.0
2015-10-09,59.0
2013-10-15,89.0
2013-10-15,25.0
2015-10-15,79.0
2015-10-15,35.0
2014-01-08,114.0
2014-01-08,74.0
2016-01-08,104.0
2016-01-08,69.0
2014-01-15,50.0
2016-01-15,35.0
2014-05-23,35.0
2016-05-23,20.0
2014-07-03,45.0
2016-07-03,30.0
2013-07-27,224.0
2013-07-27,139.0
2015-07-27,240.0
2015-07-27,147.0
2014-02-06,70.0
2014-02-06,124.0
2016-02-06,46.0
2016-02-06,108.0
2014-02-07,194.0
2014-02-07,108.0
2016-02-07,186.0
2016-02-07,108.0
2013-08-27,149.0
2015-08-27,149.0
2013-08-21,62.0
2015-08-21,70.0
2013-11-27,55.0
2015-11-27,47.0
2014-03-10,31.0
2016-03-10,35.0
2014-05-15,62.0
2016-05-15,55.0
2013-12-01,9.0
2015-12-01,9.0
2014-01-04,9.0
2016-01-04,4.0
2014-01-11,9.0
2014-01-11,74.0
2016-01-11,4.0
2016-01-11,61.0
2014-06-22,87.0
2016-06-22,78.0
2013-12-29,111.0
2015-12-29,125.0
2014-04-28,177.0
2014-04-28,125.0
2016-04-28,170.0
2016-04-28,133.0
2013-07-09,122.0
2013-07-09,28.0
2015-07-09,117.0
2015-07-09,16.0
2014-05-31,241.0
2016-05-31,241.0
2014-03-12,5.0
2014-03-12,54.0
2016-03-12,5.0
2016-03-12,39.0
2014-04-15,25.0
2014-04-15,118.0
2016-04-15,20.0
2016-04-15,123.0
2014-04-26,59.0
2014-04-26,98.0
2016-04-26,64.0
2016-04-26,108.0
2014-04-08,140.0
2014-04-08,185.0
2016-04-08,140.0
2016-04-08,185.0
2013-09-22,113.0
2013-09-22,30.0
2015-09-22,117.0
2015-09-22,22.0
2014-02-24,52.0
2014-02-24,104.0
2016-02-24,44.0
2016-02-24,100.0
2014-05-27,44.0
2014-05-27,87.0
2016-05-27,44.0
2016-05-27,91.0
2013-09-09,196.0
2013-09-09,211.0
2015-09-09,180.0
2015-09-09,204.0
2014-05-07,94.0
2014-05-07,157.0
2016-05-07,94.0
2016-05-07,133.0
2013-11-15,90.0
2013-11-15,41.0
2015-11-15,78.0
2015-11-15,41.0
2013-12-22,233.0
2013-12-22,26.0
2015-12-22,251.0
2015-12-22,26.0
2014-05-31,112.0
2016-05-31,121.0
2014-06-24,35.0
2014-06-24,259.0
2016-06-24,17.0
2016-06-24,259.0
2013-12-14,130.0
2013-12-14,24.0
2015-12-14,115.0
2015-12-14,10.0
2014-04-28,139.0
2014-04-28,106.0
2016-04-28,134.0
2016-04-28,96.0
2014-05-25,48.0
2014-05-25,110.0
2016-05-25,53.0
2016-05-25,110.0
2013-12-29,48.0
2013-12-29,48.0
2015-12-29,53.0
2015-12-29,43.0
2013-12-31,233.0
2013-12-31,17.0
2015-12-31,242.0
2015-12-31,9.0
2013-12-22,67.0
2013-12-22,134.0
2015-12-22,58.0
2015-12-22,125.0
2013-12-08,192.0
2013-12-08,149.0
2015-12-08,192.0
2015-12-08,135.0
2014-05-31,142.0
2014-05-31,64.0
2016-05-31,135.0
2016-05-31,71.0
2014-06-20,135.0
2014-06-20,128.0
2016-06-20,128.0
2016-06-20,107.0
2014-06-24,199.0
2014-06-24,178.0
2016-06-24,185.0
2016-06-24,156.0
2013-12-06,53.0
2013-12-06,130.0
2015-12-06,43.0
2015-12-06,139.0
2014-02-27,86.0
2014-02-27,53.0
2016-02-27,96.0
2016-02-27,58.0
2014-04-19,96.0
2014-04-19,91.0
2016-04-19,91.0
2016-04-19,82.0
2014-05-28,106.0
2014-05-28,14.0
2016-05-28,115.0
2016-05-28,5.0
2013-09-21,66.0
2013-09-21,12.0
2015-09-21,66.0
2015-09-21,8.0
2013-07-03,115.0
2013-07-03,24.0
2015-07-03,120.0
2015-07-03,10.0
2013-07-15,134.0
2013-07-15,72.0
2015-07-15,130.0
2015-07-15,67.0
2013-10-01,14.0
2015-10-01,24.0
2013-10-06,29.0
2013-10-06,120.0
2015-10-06,19.0
2015-10-06,106.0
2013-10-29,62.0
2015-10-29,72.0
2013-11-01,5.0
2013-11-01,58.0
2015-11-01,5.0
2015-11-01,62.0
2013-11-09,115.0
2013-11-09,14.0
2015-11-09,125.0
2015-11-09,10.0
2013-11-14,96.0
2013-11-14,110.0
2015-11-14,106.0
2015-11-14,120.0
2013-11-16,5.0
2013-11-16,38.0
2015-11-16,5.0
2015-11-16,24.0
2013-11-24,38.0
2015-11-24,29.0
2013-11-28,120.0
2013-11-28,82.0
2015-11-28,110.0
2015-11-28,82.0
2013-12-26,91.0
2013-12-26,53.0
2015-12-26,91.0
2015-12-26,43.0
2013-12-27,86.0
2015-12-27,72.0
2014-06-16,144.0
2016-06-16,130.0
2014-06-17,86.0
2014-06-17,134.0
2016-06-17,96.0
2016-06-17,130.0
2013-08-18,26.0
2013-08-18,131.0
2015-08-18,22.0
2015-08-18,135.0
2013-12-16,61.0
2015-12-16,65.0
2014-01-16,10.0
2014-01-16,5.0
2016-01-16,10.0
2016-01-16,10.0
2014-02-14,40.0
2014-02-14,45.0
2016-02-14,45.0
2016-02-14,30.0
2014-01-08,122.0
2014-01-08,44.0
2016-01-08,131.0
2016-01-08,39.0
2013-08-21,232.0
2013-08-21,241.0
2015-08-21,214.0
2015-08-21,258.0
2013-11-13,89.0
2013-11-13,232.0
2015-11-13,98.0
2015-11-13,232.0
2013-11-18,89.0
2013-11-18,223.0
2015-11-18,71.0
2015-11-18,196.0
2014-02-06,258.0
2014-02-06,71.0
2016-02-06,267.0
2016-02-06,89.0
2014-03-16,53.0
2016-03-16,53.0
2013-08-07,74.0
2013-08-07,45.0
2013-08-07,5.0
2015-08-07,59.0
2015-08-07,40.0
2015-08-07,5.0
2013-09-20,10.0
2013-09-20,84.0
2015-09-20,20.0
2015-09-20,89.0
2013-10-19,134.0
2013-10-19,64.0
2015-10-19,134.0
2015-10-19,69.0
2013-10-22,94.0
2015-10-22,84.0
2013-12-04,129.0
2015-12-04,124.0
2014-03-27,20.0
2014-03-27,89.0
2016-03-27,25.0
2016-03-27,99.0
2014-05-05,45.0
2014-05-05,35.0
2016-05-05,54.0
2016-05-05,45.0
2013-08-28,98.0
2013-08-28,15.0
2015-08-28,108.0
2015-08-28,15.0
2013-10-05,113.0
2013-10-05,108.0
2015-10-05,118.0
2015-10-05,98.0
2013-10-09,142.0
2013-10-09,118.0
2015-10-09,137.0
2015-10-09,113.0
2013-12-13,29.0
2013-12-13,54.0
2015-12-13,34.0
2015-12-13,59.0
2014-02-08,34.0
2014-02-08,5.0
2016-02-08,34.0
2016-02-08,5.0
2014-03-27,118.0
2014-03-27,93.0
2016-03-27,123.0
2016-03-27,103.0
2014-04-17,74.0
2014-04-17,39.0
2016-04-17,83.0
2016-04-17,49.0
2014-04-30,113.0
2016-04-30,113.0
2014-05-26,93.0
2014-05-26,5.0
2016-05-26,93.0
2016-05-26,5.0
2014-06-17,78.0
2014-06-17,29.0
2016-06-17,64.0
2016-06-17,39.0
2014-06-24,108.0
2014-06-24,59.0
2016-06-24,118.0
2016-06-24,64.0
2013-11-06,196.0
2013-11-06,110.0
2015-11-06,172.0
2015-11-06,94.0
2014-03-08,78.0
2014-03-08,196.0
2016-03-08,70.0
2016-03-08,204.0
2014-04-22,64.0
2014-04-22,5.0
2016-04-22,74.0
2016-04-22,10.0
2014-03-02,100.0
2014-03-02,92.0
2016-03-02,109.0
2016-03-02,92.0
2013-12-19,100.0
2013-12-19,159.0
2015-12-19,117.0
2015-12-19,167.0
2014-05-31,134.0
2014-05-31,218.0
2016-05-31,117.0
2016-05-31,209.0
2014-04-13,234.0
2014-04-13,209.0
2016-04-13,226.0
2016-04-13,226.0
2013-09-19,35.0
2015-09-19,25.0
2013-10-16,139.0
2015-10-16,139.0
2013-12-20,134.0
2015-12-20,144.0
2014-02-11,10.0
2014-02-11,15.0
2016-02-11,20.0
2016-02-11,20.0
2014-03-14,129.0
2014-03-14,94.0
2016-03-14,124.0
2016-03-14,99.0
2014-04-23,124.0
2016-04-23,134.0
2014-07-30,59.0
2014-07-30,50.0
2016-07-30,64.0
2016-07-30,50.0
2013-08-11,137.0
2013-08-11,20.0
2015-08-11,127.0
2015-08-11,15.0
2013-08-14,142.0
2013-08-14,78.0
2015-08-14,132.0
2015-08-14,64.0
2013-09-01,83.0
2013-09-01,20.0
2015-09-01,74.0
2015-09-01,20.0
2013-09-19,137.0
2015-09-19,147.0
2013-09-24,74.0
2015-09-24,59.0
2013-11-30,83.0
2013-11-30,103.0
2015-11-30,69.0
2015-11-30,88.0
2013-12-07,108.0
2013-12-07,123.0
2015-12-07,93.0
2015-12-07,132.0
2014-02-14,78.0
2014-02-14,39.0
2016-02-14,88.0
2016-02-14,39.0
2014-02-20,39.0
2014-02-20,20.0
2016-02-20,29.0
2016-02-20,15.0
2014-03-10,59.0
2014-03-10,44.0
2016-03-10,59.0
2016-03-10,44.0
2014-04-02,123.0
2014-04-02,64.0
2016-04-02,127.0
2016-04-02,64.0
2014-05-02,59.0
2014-05-02,25.0
2016-05-02,44.0
2016-05-02,25.0
2014-05-05,123.0
2014-05-05,127.0
2016-05-05,118.0
2016-05-05,137.0
2014-05-20,44.0
2014-05-20,34.0
2016-05-20,34.0
2016-05-20,29.0
2014-06-07,39.0
2014-06-07,10.0
2016-06-07,49.0
2016-06-07,5.0
2014-07-29,113.0
2016-07-29,108.0
2013-09-02,117.0
2013-09-02,251.0
2015-09-02,92.0
2015-09-02,226.0
2013-10-02,226.0
2013-10-02,184.0
2015-10-02,201.0
2015-10-02,201.0
2014-07-01,42.0
2016-07-01,33.0
2013-10-02,87.0
2015-10-02,78.0
2013-10-05,35.0
2013-10-05,104.0
2015-10-05,44.0
2015-10-05,96.0
2013-10-09,122.0
2013-10-09,113.0
2015-10-09,131.0
2015-10-09,122.0
2014-07-21,183.0
2016-07-21,157.0
2013-08-09,106.0
2013-08-09,60.0
2015-08-09,113.0
2015-08-09,76.0
2013-09-21,197.0
2015-09-21,204.0
2013-11-05,144.0
2013-11-05,23.0
2015-11-05,144.0
2015-11-05,30.0
2014-02-06,166.0
2014-02-06,174.0
2016-02-06,181.0
2016-02-06,174.0
2014-05-04,106.0
2014-05-04,181.0
2016-05-04,106.0
2016-05-04,174.0
2013-08-03,4.0
2013-08-03,69.0
2015-08-03,4.0
2015-08-03,65.0
2013-12-11,61.0
2013-12-11,65.0
2015-12-11,65.0
2015-12-11,61.0
2014-06-02,105.0
2014-06-02,122.0
2016-06-02,97.0
2016-06-02,109.0
2014-06-03,14.0
2014-06-03,192.0
2016-06-03,7.0
2016-06-03,185.0
2014-07-01,7.0
2014-07-01,135.0
2016-07-01,7.0
2016-07-01,128.0
2013-08-07,78.0
2013-08-07,188.0
2015-08-07,55.0
2015-08-07,188.0
2014-01-16,172.0
2016-01-16,164.0
2014-05-01,196.0
2014-05-01,23.0
2016-05-01,172.0
2016-05-01,23.0
2013-11-06,78.0
2013-11-06,206.0
2015-11-06,92.0
2015-11-06,220.0
2014-01-03,85.0
2014-01-03,36.0
2016-01-03,78.0
2016-01-03,43.0
2014-02-09,29.0
2014-02-09,37.0
2016-02-09,21.0
2016-02-09,33.0
2014-02-15,93.0
2014-02-15,73.0
2016-02-15,93.0
2016-02-15,61.0
2014-03-31,59.0
2014-03-31,29.0
2016-03-31,67.0
2016-03-31,29.0
2014-04-08,109.0
2016-04-08,118.0
2014-06-22,126.0
2014-06-22,113.0
2016-06-22,126.0
2016-06-22,109.0
2014-06-10,111.0
2014-06-10,8.0
2016-06-10,111.0
2016-06-10,8.0
2013-07-10,109.0
2013-07-10,131.0
2015-07-10,109.0
2015-07-10,117.0
2013-08-26,25.0
2015-08-26,30.0
2013-08-27,5.0
2013-08-27,83.0
2015-08-27,5.0
2015-08-27,88.0
2014-03-25,27.0
2014-03-25,48.0
2016-03-25,14.0
2016-03-25,48.0
2013-10-04,8.0
2013-10-04,109.0
2015-10-04,8.0
2015-10-04,97.0
2013-12-05,113.0
2013-12-05,13.0
2015-12-05,113.0
2015-12-05,21.0
2014-06-11,97.0
2014-06-11,122.0
2016-06-11,84.0
2016-06-11,109.0
2014-06-23,21.0
2016-06-23,25.0
2013-12-19,206.0
2013-12-19,57.0
2015-12-19,199.0
2015-12-19,36.0
2014-01-07,114.0
2014-01-07,50.0
2016-01-07,92.0
2016-01-07,28.0
2014-03-09,206.0
2016-03-09,185.0
2014-03-26,199.0
2014-03-26,43.0
2016-03-26,206.0
2016-03-26,28.0
2014-01-12,43.0
2014-01-12,40.0
2016-01-12,43.0
2016-01-12,28.0
2013-10-14,89.0
2013-10-14,10.0
2015-10-14,84.0
2015-10-14,15.0
2013-11-06,207.0
2013-11-06,96.0
2015-11-06,207.0
2015-11-06,103.0
2013-07-16,4.0
2013-07-16,8.0
2015-07-16,4.0
2015-07-16,4.0
2014-06-19,111.0
2014-06-19,8.0
2016-06-19,98.0
2016-06-19,4.0
2014-06-15,96.0
2016-06-15,96.0
2013-12-01,5.0
2013-12-01,112.0
2015-12-01,5.0
2015-12-01,116.0
2014-06-16,16.0
2014-06-16,115.0
2016-06-16,25.0
2016-06-16,111.0
2013-08-25,48.0
2013-08-25,19.0
2015-08-25,48.0
2015-08-25,24.0
2013-09-08,120.0
2013-09-08,120.0
2015-09-08,115.0
2015-09-08,125.0
2013-11-27,29.0
2013-11-27,34.0
2015-11-27,29.0
2015-11-27,24.0
2013-12-17,72.0
2013-12-17,125.0
2015-12-17,67.0
2015-12-17,130.0
2014-01-11,62.0
2016-01-11,67.0
2014-01-18,29.0
2014-01-18,77.0
2016-01-18,29.0
2016-01-18,86.0
2014-03-26,115.0
2016-03-26,125.0
2014-04-14,67.0
2016-04-14,67.0
2014-04-23,43.0
2014-04-23,29.0
2016-04-23,53.0
2016-04-23,29.0
2014-06-11,62.0
2014-06-11,67.0
2016-06-11,58.0
2016-06-11,77.0
2013-10-20,52.0
2013-10-20,147.0
2015-10-20,52.0
2015-10-20,130.0
2013-12-14,9.0
2013-12-14,52.0
2015-12-14,26.0
2015-12-14,52.0
2014-02-07,207.0
2014-02-07,199.0
2016-02-07,190.0
2016-02-07,173.0
2014-06-28,60.0
2014-06-28,173.0
2016-06-28,35.0
2016-06-28,190.0
2013-07-09,16.0
2013-07-09,83.0
2015-07-09,12.0
2015-07-09,71.0
2014-01-19,87.0
2014-01-19,115.0
2016-01-19,95.0
2016-01-19,103.0
2014-06-06,43.0
2014-06-06,63.0
2016-06-06,47.0
2016-06-06,55.0
2013-11-02,15.0
2013-11-02,20.0
2015-11-02,5.0
2015-11-02,5.0
2013-12-11,132.0
2013-12-11,39.0
2015-12-11,137.0
2015-12-11,25.0
2014-02-17,49.0
2016-02-17,44.0
2014-03-01,44.0
2016-03-01,54.0
2014-04-25,123.0
2014-04-25,88.0
2016-04-25,127.0
2016-04-25,74.0
2014-05-06,34.0
2014-05-06,15.0
2016-05-06,29.0
2016-05-06,15.0
2014-05-08,137.0
2016-05-08,147.0
2014-05-24,103.0
2014-05-24,39.0
2016-05-24,88.0
2016-05-24,44.0
2013-08-18,16.0
2013-08-18,75.0
2015-08-18,20.0
2015-08-18,71.0
2013-09-10,67.0
2013-09-10,118.0
2015-09-10,71.0
2015-09-10,126.0
2013-10-25,113.0
2013-10-25,25.0
2015-10-25,101.0
2015-10-25,25.0
2013-12-09,113.0
2015-12-09,113.0
2014-02-21,29.0
2016-02-21,17.0
2013-09-16,23.0
2013-09-16,116.0
2015-09-16,8.0
2015-09-16,116.0
2014-06-12,77.0
2016-06-12,54.0
2014-06-20,194.0
2014-06-20,15.0
2016-06-20,194.0
2016-06-20,8.0
2013-11-05,12.0
2015-11-05,8.0
2013-11-24,66.0
2013-11-24,43.0
2015-11-24,62.0
2015-11-24,51.0
2014-03-16,55.0
2016-03-16,47.0
2014-06-07,70.0
2014-06-07,117.0
2016-06-07,74.0
2016-06-07,117.0
2013-08-01,86.0
2015-08-01,94.0
2013-09-13,86.0
2013-09-13,16.0
2015-09-13,86.0
2015-09-13,8.0
2014-02-18,70.0
2014-02-18,8.0
2016-02-18,55.0
2016-02-18,8.0
2014-04-16,227.0
2014-04-16,86.0
2016-04-16,219.0
2016-04-16,63.0
2013-12-03,166.0
2013-12-03,45.0
2015-12-03,151.0
2015-12-03,30.0
2013-12-11,181.0
2015-12-11,174.0
2014-02-12,227.0
2016-02-12,227.0
2014-03-13,174.0
2016-03-13,189.0
2014-05-26,53.0
2014-05-26,23.0
2016-05-26,38.0
2016-05-26,30.0
2013-08-19,14.0
2013-08-19,213.0
2015-08-19,7.0
2015-08-19,220.0
2013-10-15,149.0
2013-10-15,114.0
2015-10-15,142.0
2015-10-15,114.0
2013-12-26,164.0
2013-12-26,149.0
2015-12-26,164.0
2015-12-26,142.0
2014-03-08,206.0
2014-03-08,114.0
2016-03-08,220.0
2016-03-08,100.0
2014-04-20,171.0
2014-04-20,14.0
2016-04-20,156.0
2016-04-20,21.0
2013-08-09,74.0
2013-08-09,52.0
2015-08-09,65.0
2015-08-09,57.0
2014-01-29,78.0
2014-01-29,78.0
2016-01-29,74.0
2016-01-29,65.0
2014-03-25,113.0
2016-03-25,109.0
2014-02-19,36.0
2016-02-19,28.0
2014-04-23,79.0
2016-04-23,67.0
2014-01-29,60.0
2016-01-29,45.0
2014-06-14,83.0
2014-06-14,22.0
2016-06-14,91.0
2016-06-14,26.0
2014-06-30,87.0
2014-06-30,126.0
2016-06-30,74.0
2016-06-30,131.0
2013-10-11,86.0
2013-10-11,12.0
2015-10-11,86.0
2015-10-11,12.0
2014-01-27,103.0
2014-01-27,8.0
2016-01-27,107.0
2016-01-27,16.0
2013-11-08,10.0
2013-11-08,77.0
2015-11-08,14.0
2015-11-08,86.0
2014-03-07,34.0
2014-03-07,144.0
2016-03-07,29.0
2016-03-07,130.0
2014-04-09,134.0
2014-04-09,130.0
2014-04-09,14.0
2014-04-09,10.0
2016-04-09,139.0
2016-04-09,115.0
2016-04-09,14.0
2016-04-09,5.0
2014-04-14,82.0
2014-04-14,86.0
2016-04-14,72.0
2016-04-14,82.0
2014-04-29,82.0
2014-04-29,110.0
2016-04-29,77.0
2016-04-29,110.0
2014-04-30,24.0
2014-04-30,91.0
2016-04-30,14.0
2016-04-30,77.0
2014-05-09,53.0
2014-05-09,14.0
2016-05-09,62.0
2016-05-09,19.0
2014-06-15,106.0
2014-06-15,82.0
2016-06-15,96.0
2016-06-15,86.0
2014-04-13,26.0
2014-04-13,117.0
2016-04-13,17.0
2016-04-13,104.0
2014-05-21,65.0
2014-05-21,83.0
2016-05-21,70.0
2016-05-21,83.0
2014-04-15,107.0
