ProductID,ProductName,SupplierID,CategoryID,UnitPrice,UnitsInStock,UnitsOnOrder,Sales by Category.CategoryName,Sales by Category.ProductSales,Order Details.1.OrderID,Order Details.1.ProductID,Order Details.1.Quantity,Categories.CategoryID,Categories.CategoryName,Omzet
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10672,38,15,1,Beverages,"XDR3,952.5"
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",10675,14,30,7,Produce,XDR697.5
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10694,7,90,7,Produce,"XDR2,700."
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",10733,14,16,7,Produce,XDR372.
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",10750,14,5,7,Produce,XDR116.25
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10766,7,35,7,Produce,"XDR1,050."
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10783,38,5,1,Beverages,"XDR1,317.5"
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10790,7,3,7,Produce,XDR90.
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",10794,14,15,7,Produce,XDR348.75
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10805,38,10,1,Beverages,"XDR2,635."
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10816,38,30,1,Beverages,"XDR7,905."
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10817,38,30,1,Beverages,"XDR7,905."
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10828,38,2,1,Beverages,XDR527.
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10831,38,8,1,Beverages,"XDR2,108."
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10833,7,20,7,Produce,XDR600.
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10858,7,5,7,Produce,XDR150.
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10865,38,60,1,Beverages,"XDR15,810."
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10889,38,40,1,Beverages,"XDR10,540."
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10908,7,20,7,Produce,XDR600.
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10909,7,12,7,Produce,XDR360.
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10940,7,8,7,Produce,XDR240.
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10958,7,6,7,Produce,XDR180.
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10962,7,45,7,Produce,"XDR1,350."
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10964,38,5,1,Beverages,"XDR1,317.5"
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10979,7,18,7,Produce,XDR540.
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",10981,38,60,1,Beverages,"XDR15,810."
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10982,7,20,7,Produce,XDR600.
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10987,7,60,7,Produce,"XDR1,800."
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",10988,7,60,7,Produce,"XDR1,800."
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",11001,7,60,7,Produce,"XDR1,800."
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",11010,7,20,7,Produce,XDR600.
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",11023,7,4,7,Produce,XDR120.
38,Côte de Blaye,18,1,XDR263.5,17,0,Beverages,"XDR49,198.09",11032,38,25,1,Beverages,"XDR6,587.5"
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",11056,7,40,7,Produce,"XDR1,200."
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",11071,7,15,7,Produce,XDR450.
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",11076,14,20,7,Produce,XDR465.
7,Uncle Bob's Organic Dried Pears,3,7,XDR30.,15,0,Produce,"XDR9,186.3",11077,7,1,7,Produce,XDR30.
14,Tofu,6,7,XDR23.25,35,0,Produce,"XDR6,234.48",11077,14,1,7,Produce,XDR23.25
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10517,52,6,5,Grains/Cereals,XDR42.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10528,11,3,5,Grains/Cereals,XDR63.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10535,11,50,5,Grains/Cereals,"XDR1,050."
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10535,57,5,5,Grains/Cereals,XDR97.5
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10542,11,15,5,Grains/Cereals,XDR315.
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10543,23,70,5,Grains/Cereals,XDR630.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10545,11,10,5,Grains/Cereals,XDR210.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10553,11,15,5,Grains/Cereals,XDR315.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10553,22,24,5,Grains/Cereals,XDR504.
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10554,23,20,5,Grains/Cereals,XDR180.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10558,52,30,5,Grains/Cereals,XDR210.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10563,52,70,5,Grains/Cereals,XDR490.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10566,11,35,5,Grains/Cereals,XDR735.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10570,11,15,5,Grains/Cereals,XDR315.
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10578,57,6,5,Grains/Cereals,XDR117.
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10582,57,4,5,Grains/Cereals,XDR78.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10586,52,4,5,Grains/Cereals,XDR28.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10594,52,24,5,Grains/Cereals,XDR168.
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10597,57,20,5,Grains/Cereals,XDR390.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10603,22,48,5,Grains/Cereals,"XDR1,008."
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10614,11,14,5,Grains/Cereals,XDR294.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10619,22,40,5,Grains/Cereals,XDR840.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10620,52,5,5,Grains/Cereals,XDR35.
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10621,23,10,5,Grains/Cereals,XDR90.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10635,22,40,5,Grains/Cereals,XDR840.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10637,11,10,5,Grains/Cereals,XDR210.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10648,22,15,5,Grains/Cereals,XDR315.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10651,22,20,5,Grains/Cereals,XDR420.
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10670,23,32,5,Grains/Cereals,XDR288.
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10674,23,5,5,Grains/Cereals,XDR45.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10683,52,9,5,Grains/Cereals,XDR63.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10698,11,15,5,Grains/Cereals,XDR315.
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10707,57,40,5,Grains/Cereals,XDR780.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10725,52,4,5,Grains/Cereals,XDR28.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10726,11,5,5,Grains/Cereals,XDR105.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10733,52,25,5,Grains/Cereals,XDR175.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10739,52,18,5,Grains/Cereals,XDR126.
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10748,23,44,5,Grains/Cereals,XDR396.
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10755,57,14,5,Grains/Cereals,XDR273.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10758,52,60,5,Grains/Cereals,XDR420.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10763,22,6,5,Grains/Cereals,XDR126.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10768,22,4,5,Grains/Cereals,XDR84.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10769,52,15,5,Grains/Cereals,XDR105.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10770,11,15,5,Grains/Cereals,XDR315.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10793,52,8,5,Grains/Cereals,XDR56.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10797,11,20,5,Grains/Cereals,XDR420.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10800,11,50,5,Grains/Cereals,"XDR1,050."
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10809,52,20,5,Grains/Cereals,XDR140.
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10811,23,18,5,Grains/Cereals,XDR162.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10823,11,20,5,Grains/Cereals,XDR420.
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10823,57,15,5,Grains/Cereals,XDR292.5
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10826,57,15,5,Grains/Cereals,XDR292.5
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10836,22,52,5,Grains/Cereals,"XDR1,092."
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10836,57,24,5,Grains/Cereals,XDR468.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10842,11,15,5,Grains/Cereals,XDR315.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10844,22,35,5,Grains/Cereals,XDR735.
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10845,23,70,5,Grains/Cereals,XDR630.
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10851,57,10,5,Grains/Cereals,XDR195.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10862,11,25,5,Grains/Cereals,XDR525.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10862,52,8,5,Grains/Cereals,XDR56.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10869,11,10,5,Grains/Cereals,XDR210.
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10869,23,50,5,Grains/Cereals,XDR450.
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10880,23,30,5,Grains/Cereals,XDR270.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10889,11,40,5,Grains/Cereals,XDR840.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10908,52,14,5,Grains/Cereals,XDR98.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10912,11,40,5,Grains/Cereals,XDR840.
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10916,57,20,5,Grains/Cereals,XDR390.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10925,52,12,5,Grains/Cereals,XDR84.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10926,11,2,5,Grains/Cereals,XDR42.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10927,52,5,5,Grains/Cereals,XDR35.
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10931,57,30,5,Grains/Cereals,XDR585.
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",10935,23,8,5,Grains/Cereals,XDR72.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10943,22,21,5,Grains/Cereals,XDR441.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10944,11,5,5,Grains/Cereals,XDR105.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10961,52,6,5,Grains/Cereals,XDR42.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10970,52,40,5,Grains/Cereals,XDR280.
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",10983,57,15,5,Grains/Cereals,XDR292.5
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10986,11,30,5,Grains/Cereals,XDR630.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",10989,11,15,5,Grains/Cereals,XDR315.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",10997,52,20,5,Grains/Cereals,XDR140.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",11001,22,25,5,Grains/Cereals,XDR525.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",11003,52,10,5,Grains/Cereals,XDR70.
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",11013,23,10,5,Grains/Cereals,XDR90.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",11038,52,2,5,Grains/Cereals,XDR14.
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",11039,57,28,5,Grains/Cereals,XDR546.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",11043,11,10,5,Grains/Cereals,XDR210.
57,Ravioli Angelo,26,5,XDR19.5,36,0,Grains/Cereals,"XDR2,156.7",11055,57,20,5,Grains/Cereals,XDR390.
22,Gustaf's Knäckebröd,9,5,XDR21.,104,0,Grains/Cereals,"XDR4,233.6",11073,11,10,5,Grains/Cereals,XDR210.
23,Tunnbröd,9,5,XDR9.,61,0,Grains/Cereals,"XDR2,288.7",11077,23,2,5,Grains/Cereals,XDR18.
52,Filo Mix,24,5,XDR7.,38,0,Grains/Cereals,"XDR2,124.15",11077,52,2,5,Grains/Cereals,XDR14.
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10262,7,15,6,Meat/Poultry,XDR360.
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10385,7,10,6,Meat/Poultry,XDR240.
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10459,7,16,6,Meat/Poultry,XDR384.
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10471,7,30,6,Meat/Poultry,XDR720.
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10501,54,20,6,Meat/Poultry,XDR149.
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10502,53,6,6,Meat/Poultry,XDR196.8
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10504,53,10,6,Meat/Poultry,XDR328.
9,Mishi Kobe Niku,4,6,XDR97.,29,0,Meat/Poultry,"XDR6,935.5",10515,9,16,6,Meat/Poultry,"XDR1,552."
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10520,53,5,6,Meat/Poultry,XDR164.
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10523,17,25,6,Meat/Poultry,XDR975.
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10524,54,15,6,Meat/Poultry,XDR111.75
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10529,55,14,6,Meat/Poultry,XDR336.
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10530,17,40,6,Meat/Poultry,"XDR1,560."
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10534,54,10,6,Meat/Poultry,XDR74.5
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10542,54,24,6,Meat/Poultry,XDR178.8
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10550,17,8,6,Meat/Poultry,XDR312.
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10558,53,18,6,Meat/Poultry,XDR590.4
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10559,55,18,6,Meat/Poultry,XDR432.
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10564,17,16,6,Meat/Poultry,XDR624.
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10564,55,25,6,Meat/Poultry,XDR600.
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10573,17,18,6,Meat/Poultry,XDR702.
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10573,53,25,6,Meat/Poultry,XDR820.
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10591,54,50,6,Meat/Poultry,XDR372.5
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10600,54,4,6,Meat/Poultry,XDR29.8
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10606,55,20,6,Meat/Poultry,XDR480.
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10607,17,100,6,Meat/Poultry,"XDR3,900."
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10615,55,5,6,Meat/Poultry,XDR120.
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10626,53,12,6,Meat/Poultry,XDR393.6
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10630,55,12,6,Meat/Poultry,XDR288.
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10650,53,25,6,Meat/Poultry,XDR820.
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10650,54,30,6,Meat/Poultry,XDR223.5
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10654,54,6,6,Meat/Poultry,XDR44.7
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10668,55,4,6,Meat/Poultry,XDR96.
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10675,53,10,6,Meat/Poultry,XDR328.
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10678,54,30,6,Meat/Poultry,XDR223.5
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10686,17,30,6,Meat/Poultry,"XDR1,170."
9,Mishi Kobe Niku,4,6,XDR97.,29,0,Meat/Poultry,"XDR6,935.5",10687,9,50,6,Meat/Poultry,"XDR4,850."
9,Mishi Kobe Niku,4,6,XDR97.,29,0,Meat/Poultry,"XDR6,935.5",10693,9,6,6,Meat/Poultry,XDR582.
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10693,54,60,6,Meat/Poultry,XDR447.
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10696,17,20,6,Meat/Poultry,XDR780.
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10698,17,8,6,Meat/Poultry,XDR312.
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10707,55,21,6,Meat/Poultry,XDR504.
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10711,53,120,6,Meat/Poultry,"XDR3,936."
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10712,53,3,6,Meat/Poultry,XDR98.4
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10714,17,27,6,Meat/Poultry,"XDR1,053."
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10717,54,15,6,Meat/Poultry,XDR111.75
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10719,54,40,6,Meat/Poultry,XDR298.
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10725,55,6,6,Meat/Poultry,XDR144.
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10727,17,20,6,Meat/Poultry,XDR780.
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10728,55,12,6,Meat/Poultry,XDR288.
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10773,17,33,6,Meat/Poultry,"XDR1,287."
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10781,54,3,6,Meat/Poultry,XDR22.35
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10792,54,3,6,Meat/Poultry,XDR22.35
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10794,54,6,6,Meat/Poultry,XDR44.7
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10795,17,35,6,Meat/Poultry,"XDR1,365."
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10800,54,7,6,Meat/Poultry,XDR52.15
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10801,17,40,6,Meat/Poultry,"XDR1,560."
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10802,55,60,6,Meat/Poultry,"XDR1,440."
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10825,53,20,6,Meat/Poultry,XDR656.
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10833,53,9,6,Meat/Poultry,XDR295.2
9,Mishi Kobe Niku,4,6,XDR97.,29,0,Meat/Poultry,"XDR6,935.5",10848,9,3,6,Meat/Poultry,XDR291.
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10852,17,6,6,Meat/Poultry,XDR234.
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10859,54,35,6,Meat/Poultry,XDR260.75
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10861,17,42,6,Meat/Poultry,"XDR1,638."
53,Perth Pasties,24,6,XDR32.8,0,0,Meat/Poultry,"XDR10,661.93",10867,53,3,6,Meat/Poultry,XDR98.4
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10871,17,16,6,Meat/Poultry,XDR624.
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10872,55,10,6,Meat/Poultry,XDR240.
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10882,54,32,6,Meat/Poultry,XDR238.4
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10890,17,15,6,Meat/Poultry,XDR585.
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10902,55,30,6,Meat/Poultry,XDR720.
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10911,17,12,6,Meat/Poultry,XDR468.
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10915,17,10,6,Meat/Poultry,XDR390.
54,Tourtière,25,6,XDR7.45,21,0,Meat/Poultry,"XDR3,184.29",10915,54,10,6,Meat/Poultry,XDR74.5
17,Alice Mutton,7,6,XDR39.,0,0,Meat/Poultry,"XDR17,604.6",10922,17,15,6,Meat/Poultry,XDR585.
55,Pâté chinois,25,6,XDR24.,115,0,Meat/Poultry,"XDR7,832.88",10930,55,25,6,Meat/Poultry,XDR600.
